total tax revenue,395093865615.0
salary < 400,-84562.380988
"400 < salary <= 7,000",-2231.32465785
"7,000 < salary <= 50,000",212.755552661
"50,000 < salary <= 93,000",279.512588376
"salary > 93,000",454.639181408
top decile,931.088639848
top one percent,58.1501021834
