total tax revenue,395093865615.406
salary < 400,-84562.38098796991
"400 < salary <= 7,000",-2231.3246578496432
"7,000 < salary <= 50,000",212.75555266050065
"50,000 < salary <= 93,000",279.51258837631707
"salary > 93,000",454.6391814083207
top decile,931.0886398475657
top one percent,58.15010218336943
